,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
369,BCLAF1,chr6,136256627,1,0,0,0,0,0,0,0,0,,,
370,BCR,chr22,23179704,1,0,1,1,0,1,1,0,1,,,
371,BEND3,chr6,107065182,0,0,0,0,0,0,0,0,0,,,
372,BET1,chr7,93962762,1,0,0,1,0,0,1,0,0,,,
373,BET1L,chr11,167784,1,0,1,0,0,1,0,0,1,,,
374,BICC1,chr10,58513140,1,0,0,1,0,0,1,0,0,,,
375,BICD1,chr12,32106835,1,0,1,1,0,1,1,0,1,,,
376,BICD2,chr9,92711363,1,0,0,1,0,0,1,0,0,,,
377,BID,chr22,17734138,0,0,0,0,0,0,0,0,0,,,
378,BIN1,chr2,127048027,1,0,0,1,0,0,1,0,0,,,
379,BIRC2,chr11,102347211,1,0,0,0,0,0,0,0,0,,,
380,BIRC6,chr2,32357028,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0
381,BLOC1S1,chr12,55716037,0,0,0,0,0,0,0,0,0,,,
382,BLOC1S3,chr19,45178745,0,0,0,0,0,0,0,0,0,,,
383,BLVRA,chr7,43758680,1,0,0,1,0,0,1,0,0,,,
384,BLVRB,chr19,40447765,1,0,0,0,0,0,0,0,0,,,
385,BMF,chr15,40087890,1,0,0,1,0,0,1,0,0,,,
386,BMP2K,chr4,78776342,0,0,0,0,0,0,0,0,0,,,
387,BMPR2,chr2,202376936,1,0,0,1,0,0,1,0,0,,,
388,BMS1,chr10,42782801,1,0,0,0,0,0,0,0,0,,,
389,BNC2,chr9,16409503,0,1,0,0,0,0,0,0,0,,,
390,BNIP2,chr15,59659146,1,0,0,0,0,0,0,0,0,,,
391,BNIP3,chr10,131966455,1,0,1,0,0,1,0,0,1,,,
392,BNIP3L,chr8,26382898,1,0,0,1,0,0,1,0,0,,,
393,BOK,chr2,241551424,0,0,0,0,0,0,0,0,0,,,
394,BOLA1,chr1,149887890,1,0,0,1,0,0,1,0,0,,,
395,BOP1,chr8,144262102,1,0,0,1,0,0,1,0,0,,,
396,BPTF,chr17,67825524,1,0,0,1,0,0,1,0,0,,,
397,BRAF,chr7,140719327,1,0,0,1,0,0,1,0,0,,,
398,BRAP,chr12,111642146,1,0,0,1,0,0,1,0,0,,,
399,BRAT1,chr7,2537877,1,0,0,1,0,0,1,0,0,,,
400,BRD1,chr22,49773283,1,0,0,0,0,0,0,0,0,,,
401,BRD2,chr6,32968660,1,0,0,1,0,0,1,0,0,,,
402,BRD3,chr9,134030305,1,0,0,1,0,0,1,0,0,,,
403,BRD8,chr5,138139766,1,0,0,0,0,0,0,0,0,,,
404,BRD9,chr5,850291,0,0,0,0,0,0,0,0,0,,,
405,BRF1,chr14,105209286,1,0,0,1,0,0,1,0,0,,,
406,BRF2,chr8,37843268,1,0,0,1,0,0,1,0,0,,,
407,BRI3BP,chr12,124993700,1,0,0,0,0,0,0,0,0,,,
408,BRIX1,chr5,34915376,1,0,0,1,0,0,1,0,0,,,
409,BRMS1L,chr14,35826318,1,0,0,1,0,0,1,0,0,,,
410,BRPF1,chr3,9731729,1,0,0,1,0,0,1,0,0,,,
411,BSDC1,chr1,32365103,1,0,0,1,0,0,1,1,0,,,
412,BSG,chr19,571277,1,0,0,0,0,0,0,0,0,,,
413,BTAF1,chr10,91923769,1,0,0,1,0,0,1,0,0,,,
414,BTBD10,chr11,13388001,0,0,0,0,0,0,0,0,0,,,
415,BTF3,chr5,73498408,1,0,0,1,0,0,1,0,0,,,
416,BTF3L4,chr1,52056125,1,0,0,0,0,0,0,0,0,,,
417,BUB3,chr10,123154277,0,0,0,0,0,0,0,0,0,,,
418,BUD13,chr11,116748170,1,0,0,1,0,0,1,0,0,,,
419,BYSL,chr6,41921188,1,0,0,0,0,0,0,0,0,,,
420,BZW2,chr7,16646131,1,0,0,1,0,0,1,0,0,,,
421,C11orf54,chr11,93741591,0,0,0,0,0,0,0,0,0,,,
422,C11orf58,chr11,16613132,1,0,0,1,0,0,1,0,0,,,
423,C11orf68,chr11,65916808,1,0,0,1,0,0,1,0,0,,,
424,C11orf96,chr11,43942505,0,0,0,0,0,0,0,0,0,,,
425,C12orf4,chr12,4487728,0,0,0,0,0,0,0,0,0,,,
426,C12orf43,chr12,121000486,1,0,0,1,0,0,1,0,0,,,
427,C12orf75,chr12,105235290,1,0,0,1,0,0,1,0,0,,,
428,C16orf70,chr16,67109958,1,0,0,1,0,0,1,0,0,,,
429,C16orf86,chr16,67666816,1,0,1,1,0,1,1,0,1,,,
430,C17orf49,chr17,7014495,1,0,0,1,0,0,1,0,0,,,
431,C17orf75,chr17,32324565,0,0,0,0,0,0,0,1,0,,,
432,C17orf97,chr17,410327,0,0,0,0,0,0,0,0,0,,,
433,C18orf25,chr18,46173553,1,0,0,1,0,0,1,0,0,,,
434,C19orf47,chr19,40319536,1,0,0,1,0,0,1,0,0,,,
435,C1GALT1,chr7,7156934,1,0,0,0,0,0,0,0,0,,,
436,C1orf174,chr1,3889125,1,0,0,1,0,0,1,0,0,,,
437,C1orf198,chr1,230837119,0,0,0,0,0,0,0,0,0,,,
438,C1orf35,chr1,228100726,0,0,0,0,0,0,0,0,0,,,
439,C1orf52,chr1,85249953,1,0,0,0,0,0,0,0,0,,,
440,C1QBP,chr17,5432777,0,0,0,0,0,0,0,0,0,,,
441,C20orf27,chr20,3753508,0,0,0,0,0,0,0,0,0,,,
442,C2CD2,chr21,41885112,1,0,0,1,0,0,1,0,0,,,
443,C2CD2L,chr11,119102198,0,0,0,0,0,0,0,0,0,,,
444,C2orf49,chr2,105337359,1,0,0,1,0,0,1,0,0,,,
445,C5orf15,chr5,133955502,1,0,0,1,0,0,1,0,0,,,
446,C5orf24,chr5,134845680,1,0,0,1,0,0,1,0,0,,,
447,C6orf106,chr6,34587288,0,0,0,0,0,0,0,0,0,,,
448,C6orf132,chr6,42101118,0,0,1,0,0,1,0,0,1,,,
449,C6orf203,chr6,107028213,1,0,0,0,0,0,0,0,0,,,
450,C6orf47,chr6,31658298,1,0,0,1,0,0,1,0,0,,,
451,C7orf25,chr7,42908726,1,0,0,1,0,0,1,0,0,,,
452,C7orf43,chr7,100154420,1,0,0,1,0,0,1,0,0,,,
453,C7orf50,chr7,996986,1,0,0,1,0,0,1,0,0,,,
454,C8orf37,chr8,95244919,1,0,0,1,0,0,1,0,0,,,
455,C8orf59,chr8,85214076,1,0,0,1,0,0,1,0,0,,,
456,C9orf16,chr9,128160260,0,0,0,0,0,0,0,0,0,,,
457,C9orf40,chr9,74946581,1,0,0,0,0,0,0,0,0,,,
458,C9orf66,chr9,212824,1,0,0,0,0,0,0,0,0,,,
459,C9orf78,chr9,129827290,1,0,0,1,0,0,1,0,0,,,
460,CA13,chr8,85220587,1,0,0,1,0,0,1,0,0,,,
461,CA2,chr8,85463852,0,0,0,0,0,0,0,0,0,,,
462,CA8,chr8,60187347,1,1,0,0,1,0,0,1,0,,,
463,CABIN1,chr22,24011192,1,0,0,0,0,0,0,0,0,,,
464,CABLES1,chr18,23134564,1,0,1,1,0,1,0,0,1,,,
465,CAD,chr2,27217390,1,0,0,1,0,0,1,0,0,,,
466,CADM1,chr11,115169218,0,0,0,0,0,0,0,0,0,,,
467,CADM4,chr19,43622368,0,0,0,0,0,0,0,0,0,,,
468,CALCOCO2,chr17,48830988,1,0,0,0,0,0,0,0,0,,,
469,CALML3,chr10,5524009,0,0,0,0,0,0,0,0,0,,,
470,CALR,chr19,12938578,0,0,0,0,0,0,0,0,0,,,
471,CALU,chr7,128739292,1,0,0,1,0,0,1,0,0,,,
472,CAMK1,chr3,9757342,1,0,0,0,0,0,0,0,0,,,
473,CAMK2B,chr7,44217150,0,0,0,0,0,0,0,0,0,,,
474,CAMK2D,chr4,113451032,1,0,0,1,0,0,1,0,0,,,
475,CAMK2G,chr10,73812501,0,0,0,0,0,0,0,0,0,,,
476,CAMK4,chr5,111223653,0,0,0,0,0,0,0,0,0,,,
477,CAMKK1,chr17,3860315,1,0,0,0,0,0,0,0,0,,,
478,CAMKK2,chr12,121237691,1,0,0,1,0,0,0,0,0,,,
479,CAMLG,chr5,134738501,1,0,0,1,0,0,1,0,0,,,
480,CAMSAP1,chr9,135808487,1,0,0,1,0,0,1,0,0,,,
481,CAMSAP2,chr1,200739558,1,0,0,1,0,0,1,0,0,,,
482,CAMSAP3,chr19,7595902,1,0,0,0,0,0,0,0,0,,,
483,CAND1,chr12,67269281,1,0,0,1,0,0,1,0,0,,,
484,CANT1,chr17,78991717,1,1,0,1,1,0,1,1,0,,,
485,CANX,chr5,179678628,1,0,0,1,0,0,1,0,0,,,
486,CAP1,chr1,40040233,1,0,0,1,0,0,1,0,0,,,
487,CAPG,chr2,85394748,0,0,0,0,0,1,0,0,1,,,
488,CAPN1,chr11,65180566,1,0,0,0,0,0,0,0,0,,,
489,CAPN7,chr3,15206152,1,0,0,1,0,0,1,0,0,,,
490,CAPNS1,chr19,36139575,0,0,0,0,0,0,0,0,0,,,
491,CAPRIN1,chr11,34051683,1,0,0,0,0,0,0,0,0,,,
492,CAPZA1,chr1,112619173,1,0,0,1,0,0,1,0,0,,,
493,CAPZA2,chr7,116811070,1,0,0,1,0,0,1,0,0,,,
494,CAPZB,chr1,19338776,1,0,0,1,0,0,1,0,0,,,
495,CARD10,chr22,37490362,0,0,1,0,0,1,0,0,1,,,
496,CARD9,chr9,136361903,0,0,0,0,0,0,0,0,0,,,
497,CARHSP1,chr16,8852942,0,1,0,0,1,0,0,1,0,,,
498,CARS,chr11,3000922,0,0,0,0,0,0,0,0,0,,,
499,CASC4,chr15,44288729,0,0,0,0,0,0,0,0,0,,,
500,CASK,chrX,41514934,0,0,0,0,0,0,0,0,0,,,
501,CASKIN2,chr17,75500261,0,0,0,0,0,0,0,0,0,,,
502,CASP2,chr7,143288215,1,0,0,1,0,0,1,0,0,,,
503,CASP7,chr10,113679162,1,0,0,1,0,0,1,0,0,,,
504,CASP9,chr1,15490832,1,0,0,1,0,0,1,0,0,,,
505,CASR,chr3,122183683,0,0,0,0,0,0,0,0,0,,,
506,CAST,chr5,96525267,1,0,0,1,0,0,1,0,0,,,
507,CAT,chr11,34438925,1,0,0,1,0,0,1,0,0,,,
508,CAV1,chr7,116524785,1,0,0,1,0,0,1,0,0,,,
509,CAV2,chr7,116287380,1,0,1,1,0,1,1,0,1,,,
510,CBFB,chr16,67029116,1,0,0,0,0,0,0,0,0,,,
511,CBL,chr11,119206276,1,0,0,1,0,0,1,0,0,,,
512,CBLB,chr3,105655461,1,0,0,1,0,0,1,0,0,,,
513,CBR1,chr21,36069941,1,0,0,1,0,0,1,0,0,,,
514,CBX1,chr17,48070052,1,0,0,0,0,0,0,0,0,,,
515,CBX3,chr7,26201162,0,0,0,0,0,0,0,0,0,,,
516,CBX4,chr17,79833156,0,0,0,0,0,0,0,0,0,,,
517,CBX5,chr12,54230940,1,0,0,1,0,0,1,0,0,,,
518,CBX7,chr22,39120167,0,0,0,0,0,0,0,0,0,,,
519,CBX8,chr17,79792132,0,0,0,0,0,0,0,0,0,,,
520,CC2D1A,chr19,13906201,1,0,0,1,0,0,1,0,0,,,
521,CCAR1,chr10,68721012,1,0,0,1,0,0,1,0,0,,,
522,CCDC102A,chr16,57512178,0,0,0,0,0,0,0,0,0,,,
523,CCDC124,chr19,17933016,1,0,0,1,0,0,1,0,0,,,
524,CCDC130,chr19,13731760,1,0,0,1,0,0,1,0,0,,,
525,CCDC28A,chr6,138773509,1,0,0,1,0,0,1,0,0,,,
526,CCDC43,chr17,44673069,1,0,0,1,0,0,1,0,0,,,
527,CCDC50,chr3,191329077,1,0,0,1,0,0,1,0,0,,,
528,CCDC6,chr10,59788763,1,0,0,1,0,0,1,0,0,,,
529,CCDC8,chr19,46410329,0,0,1,0,0,1,0,0,1,,,
530,CCDC82,chr11,96352769,1,0,0,1,0,0,1,0,0,,,
531,CCDC85C,chr14,99500180,1,0,0,1,0,0,1,0,0,,,
532,CCDC86,chr11,60842071,1,1,0,0,1,0,0,1,0,,,
533,CCDC88A,chr2,55287842,1,0,0,1,0,0,1,0,0,,,
534,CCDC88C,chr14,91271323,1,0,0,1,0,0,1,0,0,,,
535,CCDC9,chr19,47255980,1,0,0,0,0,0,0,0,0,,,
536,CCDC92,chr12,123918660,1,0,0,0,0,0,0,0,0,,,
537,CCDC97,chr19,41310189,1,0,0,1,0,0,1,0,0,,,
538,CCM2,chr7,44999475,1,0,0,1,0,0,1,0,0,,,
539,CCNH,chr5,87318416,0,0,0,0,0,0,0,0,0,,,
540,CCNK,chr14,99481169,1,0,0,1,0,0,1,0,0,,,
541,CCNL1,chr3,157146508,1,0,0,1,0,0,1,0,0,,,
542,CCNL2,chr1,1385711,0,0,0,0,0,0,0,0,0,,,
543,CCNT1,chr12,48688458,1,0,0,1,0,0,1,0,0,,,
544,CCNT2,chr2,134918235,1,0,0,0,0,0,0,0,0,,,
545,CCNY,chr10,35247025,1,0,0,1,0,0,1,0,0,,,
546,CCNYL1,chr2,207711540,1,0,0,0,0,0,0,0,0,,,
547,CCP110,chr16,19523811,1,0,0,0,0,0,0,0,0,,,
548,CCPG1,chr15,55340032,0,0,0,0,0,0,0,0,0,,,
549,CCS,chr11,66592821,0,0,0,0,0,0,0,1,0,,,
550,CCT2,chr12,69585334,0,0,0,0,0,0,0,0,0,,,
551,CCT3,chr1,156308968,1,0,0,1,0,0,1,0,0,,,
552,CCT6A,chr7,56051630,0,0,0,0,0,0,0,0,0,,,
553,CCT7,chr2,73233420,0,0,0,0,0,0,0,0,0,,,
554,CCT8,chr21,29055805,0,0,0,0,0,0,0,0,0,,,
555,CCZ1,chr7,5898725,1,0,0,0,0,0,0,0,0,,,
556,CD2AP,chr6,47477789,1,0,0,1,0,0,1,0,0,,,
557,CD2BP2,chr16,30350766,1,0,0,1,0,0,1,0,0,,,
558,CD34,chr1,207880972,0,0,0,0,0,0,0,0,0,,,
559,CD3EAP,chr19,45406209,1,0,0,0,0,0,0,0,0,,,
560,CD44,chr11,35138870,0,0,0,0,0,0,0,0,0,,,
561,CD46,chr1,207752057,0,0,0,0,0,0,0,0,0,,,
562,CD8A,chr2,86784610,0,0,0,0,0,0,0,0,0,,,
563,CDC16,chr13,114234887,1,0,0,1,0,0,1,0,0,,,
564,CDC26,chr9,113255835,0,0,0,0,0,0,0,0,0,,,
565,CDC27,chr17,47117703,1,0,0,1,0,0,1,0,0,,,
566,CDC37,chr19,10391134,1,0,0,0,0,0,0,0,0,,,
567,CDC37L1,chr9,4679559,1,0,0,1,0,0,1,0,0,,,
568,CDC40,chr6,110180141,1,0,0,1,0,0,1,0,0,,,
569,CDC42BPA,chr1,226989865,1,0,0,1,0,0,1,0,0,,,
570,CDC42BPB,chr14,102932379,1,0,0,1,0,0,1,0,0,,,
571,CDC42BPG,chr11,64823387,1,0,0,1,0,0,1,0,0,,,
572,CDC42EP1,chr22,37560447,0,0,1,0,0,1,0,0,1,,,
573,CDC42EP2,chr11,65314818,1,0,0,1,0,0,1,0,0,,,
574,CDC42EP3,chr2,37641882,0,0,0,0,0,0,0,0,0,,,
575,CDC42EP4,chr17,73283624,1,0,0,1,0,0,1,0,0,,,
576,CDC5L,chr6,44387525,1,0,0,1,0,0,1,0,0,,,
577,CDH11,chr16,64943753,0,0,0,0,0,0,0,0,0,,,
578,CDH2,chr18,27950966,0,0,0,0,0,0,0,0,0,,,
579,CDH6,chr5,31193750,1,0,1,0,0,1,0,0,1,,,
580,CDHR5,chr11,616565,1,1,0,1,1,0,1,1,0,,,
581,CDK1,chr10,60778331,0,0,0,0,0,0,0,0,0,,,
582,CDK11A,chr1,1702730,0,0,0,0,0,0,0,0,0,,,
583,CDK12,chr17,39461511,1,1,0,1,1,0,1,1,0,,,
584,CDK13,chr7,39949646,1,0,0,1,0,0,1,0,0,,,
585,CDK14,chr7,90466424,1,0,0,1,0,0,1,0,0,,,
586,CDK16,chrX,47217860,0,0,0,0,0,0,0,0,0,,,
587,CDK17,chr12,96278261,0,0,0,0,0,0,0,0,0,,,
588,CDK18,chr1,205504595,1,0,0,1,0,0,1,0,0,,,
589,CDK5,chr7,151053812,0,0,0,0,0,0,0,0,0,,,
590,CDK5RAP2,chr9,120388869,0,0,0,0,0,0,0,0,0,,,
591,CDK7,chr5,69234795,1,0,0,0,0,0,0,0,0,,,
592,CDK9,chr9,127785679,0,0,0,0,0,0,0,0,0,,,
593,CDKL5,chrX,18425583,0,0,0,0,0,0,0,0,0,,,
594,CDKN1B,chr12,12715058,0,0,0,0,0,0,0,0,0,,,
595,CDKN1C,chr11,2883213,0,0,0,0,0,0,0,0,0,,,
596,CDKN2AIP,chr4,183444591,0,0,0,0,0,0,0,0,0,,,
597,CDR2,chr16,22345936,1,0,0,1,0,0,1,0,0,,,
598,CDR2L,chr17,74987632,1,0,0,1,0,0,1,0,0,,,
599,CDS1,chr4,84582979,1,0,0,1,0,0,1,0,0,,,
600,CDS2,chr20,5126786,0,0,0,0,0,0,0,0,0,,,
601,CDV3,chr3,133573730,1,0,0,1,0,0,1,0,0,,,
602,CDYL,chr6,4706159,1,0,0,1,0,0,1,0,0,,,
603,CEBPZ,chr2,37201612,1,0,0,1,0,0,1,0,0,,,
604,CELF1,chr11,47465933,1,0,0,0,0,0,0,0,0,,,
605,CELSR1,chr22,46360834,0,0,0,0,0,0,0,0,0,,,
606,CELSR2,chr1,109250019,0,0,0,0,0,0,0,0,0,,,
607,CENPB,chr20,3783851,0,0,1,0,0,1,0,0,1,,,
608,CENPV,chr17,16342534,0,0,1,0,0,1,0,0,1,,,
609,CEP112,chr17,65635538,1,0,0,1,0,0,1,0,0,,,
610,CEP120,chr5,123344885,1,0,0,1,0,0,1,0,0,,,
611,CEP135,chr4,55948871,0,0,0,0,0,0,0,0,0,,,
612,CEP164,chr11,117314557,1,0,0,1,0,0,1,0,0,,,
613,CEP170,chr1,243124428,1,0,0,1,0,0,1,0,0,,,
614,CEP192,chr18,12991362,1,0,0,1,0,0,1,0,0,,,
615,CEP250,chr20,35455164,0,1,0,0,1,0,0,1,0,,,
616,CEP350,chr1,179954738,1,0,0,0,0,0,0,0,0,,,
617,CEP41,chr7,130393771,1,0,0,1,0,0,1,0,0,,,
618,CEP57,chr11,95789965,1,0,0,1,0,0,1,0,0,,,
619,CEP68,chr2,65056366,0,0,0,0,0,0,0,0,0,,,
620,CEP89,chr19,32875925,0,0,0,0,0,0,0,0,0,,,
621,CEP97,chr3,101723925,1,0,0,1,0,0,1,0,0,,,
622,CEPT1,chr1,111139627,1,0,0,1,0,0,1,0,0,,,
623,CERS2,chr1,150960583,1,0,0,1,0,0,1,0,0,,,
624,CERS4,chr19,8206736,1,0,0,0,0,0,0,0,0,,,
625,CETN2,chrX,152826973,0,0,0,0,0,0,0,0,0,,,
626,CFDP1,chr16,75293698,1,0,0,1,0,0,1,0,0,,,
627,CFL1,chr11,65823022,0,0,0,0,0,0,0,0,0,,,
628,CFL2,chr14,34706769,1,0,0,1,0,0,1,0,0,,,
629,CGGBP1,chr3,88051944,1,0,0,1,0,0,1,0,0,,,
630,CGN,chr1,151510510,0,0,0,0,0,0,0,0,0,,,
631,CGNL1,chr15,57375967,0,0,0,0,0,0,0,0,0,,,
632,CHAF1A,chr19,4402662,0,0,0,0,0,0,0,0,0,,,
633,CHAMP1,chr13,114314335,1,0,0,1,0,0,1,0,0,,,
634,CHCHD3,chr7,132784868,1,0,0,1,0,0,1,0,0,,,
635,CHCHD6,chr3,126704220,1,0,0,1,0,0,1,0,0,,,
636,CHD1L,chr1,147242641,0,0,0,0,0,0,0,0,0,,,
637,CHD3,chr17,7884806,0,0,0,0,0,0,0,0,0,,,
638,CHD4,chr12,6570082,1,0,0,1,0,0,1,0,0,,,
639,CHERP,chr19,16517889,1,0,0,0,0,0,0,0,0,,,
640,CHGA,chr14,92923080,0,0,0,0,0,0,0,0,0,,,
641,CHL1,chr3,196596,1,0,0,1,0,0,1,0,0,,,
642,CHMP1A,chr16,89644431,1,0,0,1,0,0,1,0,0,,,
643,CHMP2A,chr19,58551566,0,0,0,0,0,1,0,0,1,,,
644,CHMP2B,chr3,87227271,1,0,0,1,0,0,1,0,0,,,
645,CHMP3,chr2,86503431,1,0,0,1,0,0,1,0,0,,,
646,CHMP4A,chr14,24209583,1,0,0,1,0,0,1,0,0,,,
647,CHMP4B,chr20,33811304,1,0,0,1,0,0,1,0,0,,,
648,CHMP4C,chr8,81732434,1,1,0,1,0,0,1,0,0,,,
649,CHMP5,chr9,33264879,1,0,0,1,0,0,1,0,0,,,
650,CHMP6,chr17,80991598,1,0,0,1,0,0,1,0,0,,,
651,CHMP7,chr8,23243637,1,0,0,1,0,0,1,0,0,,,
652,CHORDC1,chr11,90201160,1,0,0,1,0,0,1,0,0,,,
653,CHRAC1,chr8,140511298,1,0,0,0,0,0,0,0,0,,,
654,CIAPIN1,chr16,57428169,1,0,0,1,0,0,1,0,0,,,
655,CIC,chr19,42268537,0,0,0,0,0,0,0,0,0,,,
656,CIRBP,chr19,1259384,0,0,0,0,0,0,0,0,0,,,
657,CISD1,chr10,58269058,1,0,0,0,0,0,0,0,0,,,
658,CISD2,chr4,102868974,0,0,0,0,0,0,0,0,0,,,
659,CIT,chr12,119685790,0,0,0,0,0,0,0,0,0,,,
660,CIZ1,chr9,128166064,1,0,0,1,0,0,1,0,0,,,
661,CKAP4,chr12,106237877,1,0,0,1,0,0,1,0,0,,,
662,CKAP5,chr11,46743048,0,0,0,0,0,0,0,0,0,,,
663,CKB,chr14,103519659,1,0,0,1,0,0,1,0,0,,,
664,CLASP1,chr2,121337776,1,0,0,1,0,0,1,0,0,,,
665,CLASP2,chr3,33496245,1,0,0,1,0,0,1,0,0,,,
666,CLASRP,chr19,45039040,1,0,0,0,0,0,0,0,0,,,
667,CLCC1,chr1,108929508,1,0,0,1,0,0,1,0,0,,,
668,CLCN5,chrX,49922615,0,0,0,0,0,0,0,0,0,,,
669,CLCN7,chr16,1444934,1,0,0,0,0,0,0,0,0,,,
670,CLDN10,chr13,95433604,0,0,0,0,0,0,0,0,0,,,
671,CLDN3,chr7,73768997,0,0,1,0,0,1,0,0,1,,,
672,CLEC16A,chr16,10944488,1,0,0,1,0,0,1,0,0,,,
673,CLIC1,chr6,31730581,1,0,0,1,0,0,1,0,0,,,
674,CLIC4,chr1,24745357,1,0,0,0,0,0,0,0,0,,,
675,CLIC6,chr21,34669389,1,1,0,1,1,0,1,1,0,,,
676,CLINT1,chr5,157785743,1,0,0,1,0,0,1,0,0,,,
677,CLIP1,chr12,122271432,1,0,0,1,0,0,1,0,0,,,
678,CLIP2,chr7,74289475,0,0,0,0,0,0,0,0,0,,,
679,CLK3,chr15,74598500,1,0,0,1,0,0,1,0,0,,,
680,CLK4,chr5,178602664,1,0,0,0,0,0,0,0,0,,,
681,CLN3,chr16,28474111,1,0,0,1,0,0,1,0,0,,,
682,CLN6,chr15,68206992,1,0,0,0,0,0,0,0,0,,,
683,CLNS1A,chr11,77514936,1,0,0,0,0,0,0,0,0,,,
684,CLOCK,chr4,55427903,1,0,0,1,0,0,1,0,0,,,
685,CLPP,chr19,6361452,1,0,0,1,0,0,1,0,0,,,
686,CLPX,chr15,65148219,0,0,0,0,0,0,0,0,0,,,
687,CLTA,chr9,36190856,1,0,0,1,0,0,1,0,0,,,
688,CLTC,chr17,59619689,1,0,0,1,0,0,1,0,0,,,
689,CLTCL1,chr22,19179473,0,0,0,0,0,0,0,0,0,,,
690,CLU,chr8,27596917,0,0,0,0,0,0,0,0,0,,,
691,CLUAP1,chr16,3500924,1,0,0,1,0,0,1,0,0,,,
692,CLYBL,chr13,99606669,1,0,0,1,0,0,1,0,0,,,
693,CMBL,chr5,10275875,0,0,0,0,0,0,0,0,0,,,
694,CMIP,chr16,81445170,1,0,0,1,0,0,1,0,0,,,
695,CMTM4,chr16,66614750,1,0,0,1,0,0,1,0,0,,,
696,CNBP,chr3,129169484,1,0,0,1,0,0,1,0,0,,,
697,CNDP2,chr18,74495816,0,0,0,0,0,0,0,0,0,,,
698,CNKSR3,chr6,154387504,1,0,0,1,0,0,1,0,0,,,
699,CNN2,chr19,1026581,0,0,0,0,0,0,0,0,0,,,
700,CNN3,chr1,94896949,0,0,0,0,0,0,0,0,0,,,
701,CNNM3,chr2,96816245,1,0,0,1,0,0,1,0,0,,,
702,CNNM4,chr2,96760902,1,1,0,0,1,0,0,1,0,,,
703,CNOT1,chr16,58519951,1,0,0,1,0,0,1,0,0,,,
704,CNOT2,chr12,70242994,1,0,0,1,0,0,1,0,0,,,
705,CNOT3,chr19,54137717,1,0,0,1,0,0,1,0,0,,,
706,CNOT4,chr7,135361795,1,0,0,1,0,0,1,0,0,,,
707,CNP,chr17,41966741,1,0,0,1,0,0,1,0,0,,,
708,CNPY2,chr12,56309842,0,0,0,0,0,0,0,0,0,,,
709,CNST,chr1,246566444,0,0,0,0,0,0,0,0,0,,,
710,CNTROB,chr17,7932101,0,0,0,0,0,0,0,0,0,,,
711,COA5,chr2,98599310,0,0,0,0,0,0,0,0,0,,,
712,COASY,chr17,42561467,0,0,0,0,0,0,0,0,0,,,
713,COBL,chr7,51016212,0,0,0,0,0,0,0,0,0,,,
714,COBLL1,chr2,164653624,0,0,0,0,0,0,0,0,0,,,
715,COG1,chr17,73192632,1,0,0,1,0,0,1,0,0,,,
716,COG3,chr13,45464898,1,0,0,1,0,0,1,0,0,,,
717,COG4,chr16,70480568,0,0,0,0,0,0,0,0,0,,,
718,COG5,chr7,107201555,0,0,0,0,0,0,0,0,0,,,
719,COG7,chr16,23388493,1,0,0,1,0,0,1,0,0,,,
720,COIL,chr17,56938187,1,0,0,1,0,0,1,0,0,,,
721,COL14A1,chr8,120059780,0,0,0,0,0,0,0,0,0,,,
722,COL16A1,chr1,31652247,0,0,0,0,0,0,0,0,0,,,
723,COL4A3BP,chr5,75356345,1,0,0,1,0,0,1,0,0,,,
724,COMMD4,chr15,75335891,0,0,0,0,0,0,0,0,0,,,
725,COMT,chr22,19941607,0,0,0,0,0,0,0,0,0,,,
726,COPA,chr1,160288686,1,0,0,1,0,0,1,0,0,,,
727,COPB2,chr3,139355600,0,0,0,0,0,0,0,0,0,,,
728,COPE,chr19,18899514,1,0,0,0,0,0,0,0,0,,,
729,COPS3,chr17,17246820,0,0,0,0,0,0,0,0,0,,,
730,COPS5,chr8,67043079,0,0,0,0,0,0,0,0,0,,,
731,COQ9,chr16,57447425,1,0,0,1,0,0,1,0,0,,,
732,CORO7,chr16,4354542,1,0,0,1,0,0,1,0,0,,,
733,COTL1,chr16,84565594,1,0,0,0,0,0,0,0,0,,,
734,COX17,chr3,119654513,1,0,0,1,0,0,1,0,0,,,
735,CPD,chr17,30378905,1,0,0,1,0,0,1,0,0,,,
736,CPEB2,chr4,15002674,1,0,0,0,0,0,0,0,0,,,
737,CPEB3,chr10,92046692,1,1,0,1,1,0,1,1,0,,,
738,CPEB4,chr5,173888280,1,0,0,1,0,0,1,0,0,,,
739,CPNE1,chr20,35626031,1,0,0,1,0,0,1,0,0,,,
740,CPNE3,chr8,86514427,1,0,0,1,0,0,1,0,0,,,
741,CPNE8,chr12,38646822,1,0,0,0,0,0,0,0,0,,,
742,CPPED1,chr16,12659799,1,0,0,1,0,0,1,0,0,,,
743,CPSF1,chr8,144393229,0,0,0,0,0,0,0,0,0,,,
744,CPSF2,chr14,92121937,1,0,0,1,0,0,1,0,0,,,
745,CPSF4,chr7,99438922,0,0,0,0,0,0,0,0,0,,,
746,CPSF6,chr12,69239537,0,0,0,0,0,0,0,0,0,,,
