,Gene,chromosome,start,CNV (lr) RNA,CNV (baf) RNA,Methylation RNA,CNV (lr) Protein,CNV (baf) Protein,Methylation Protein,CNV (lr) Phospho,CNV (baf) Phospho,Methylation Phospho,Mutation RNA,Mutation Protein,Mutation Phospho
372,RSBN1,chr1,114304454,1,0,0,1,0,0,1,0,0,,,
373,RTCA,chr1,100731763,1,0,0,1,0,0,1,0,0,,,
374,RUNX3,chr1,25226002,0,0,0,0,0,0,0,0,0,,,
375,RUSC1,chr1,155290687,1,0,0,1,0,0,1,0,0,,,
376,RYR2,chr1,237205505,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
377,S100A11,chr1,152004982,1,0,0,1,0,0,1,0,0,,,
378,S100A13,chr1,153591263,1,0,0,1,0,0,1,0,0,,,
379,S100A6,chr1,153507075,0,0,0,0,0,0,0,0,0,,,
380,S100PBP,chr1,33282368,1,0,0,1,0,0,1,0,0,,,
381,SARS,chr1,109756540,1,0,0,1,0,0,1,0,0,,,
382,SCAMP3,chr1,155225770,1,0,0,1,0,0,1,0,0,,,
383,SCCPDH,chr1,246887349,1,0,0,1,0,0,1,0,0,,,
384,SCYL3,chr1,169818772,1,0,0,1,0,0,1,0,0,,,
385,SDCCAG8,chr1,243419320,1,0,0,1,0,0,1,0,0,,,
386,SDE2,chr1,226170403,1,0,0,1,0,0,1,0,0,,,
387,SDF4,chr1,1152288,0,0,0,0,0,0,0,0,0,,,
388,SEC22B,chr1,145096220,1,0,0,1,0,0,1,0,0,,,
389,SERBP1,chr1,67873493,1,0,0,1,0,0,1,0,0,,,
390,SETDB1,chr1,150898739,1,0,0,1,0,0,1,0,0,,,
391,SF3A3,chr1,38422647,0,0,0,0,0,0,0,0,0,,,
392,SFPQ,chr1,35641979,1,0,0,1,0,0,0,0,0,,,
393,SH3BGRL3,chr1,26605667,0,0,0,0,0,0,0,0,0,,,
394,SH3BP5L,chr1,249104648,1,0,0,0,0,0,0,0,0,,,
395,SH3GLB1,chr1,87170259,1,0,0,1,0,0,1,0,0,,,
396,SHC1,chr1,154934774,1,0,0,1,0,0,1,0,0,,,
397,SHE,chr1,154442248,0,0,1,0,0,1,0,0,1,,,
398,SIKE1,chr1,115312100,1,0,0,0,0,0,0,0,0,,,
399,SLC16A1,chr1,113454469,0,0,0,0,0,0,0,0,0,,,
400,SLC27A3,chr1,153746830,1,0,0,1,0,0,1,0,0,,,
401,SLC2A1,chr1,43391052,0,1,0,0,1,0,0,0,0,,,
402,SLC30A1,chr1,211744910,0,0,0,0,0,0,0,0,0,,,
403,SLC44A3,chr1,95285898,1,0,0,1,0,0,1,0,0,,,
404,SLC9A1,chr1,27425306,1,0,0,1,0,0,1,0,0,,,
405,SMAP2,chr1,40810522,1,0,0,1,0,0,1,0,0,,,
406,SMG7,chr1,183441351,1,0,0,1,0,0,1,0,0,,,
407,SMYD3,chr1,245912642,1,0,0,1,0,0,1,0,0,,,
408,SNAP47,chr1,227916240,1,0,0,1,0,0,1,0,0,,,
409,SNAPIN,chr1,153631130,0,0,0,0,0,0,0,0,0,,,
410,SNIP1,chr1,38000050,1,1,0,1,1,0,1,0,0,,,
411,SNX27,chr1,151584541,1,0,0,1,0,0,1,0,0,,,
412,SNX7,chr1,99127236,1,0,1,1,0,1,1,0,0,,,
413,SOAT1,chr1,179262925,0,0,0,0,0,0,0,0,0,,,
414,SOX13,chr1,204042243,0,0,1,0,0,1,0,0,1,,,
415,SPAG17,chr1,118496484,0,0,0,0,0,0,0,0,0,,,
416,SPATA6,chr1,48761044,1,0,0,0,0,0,0,0,0,,,
417,SRM,chr1,11114641,0,0,0,0,0,0,0,0,0,,,
418,SRP9,chr1,225965531,1,0,0,1,0,0,1,0,0,,,
419,SRRM1,chr1,24958207,1,0,0,1,0,0,1,0,0,,,
420,SRSF10,chr1,24291294,1,0,1,1,0,1,1,0,1,,,
421,SRSF11,chr1,70671365,1,0,0,1,0,0,1,0,0,,,
422,SRSF4,chr1,29474255,1,0,0,1,0,0,1,0,0,,,
423,SSBP3,chr1,54691105,1,0,0,1,0,0,1,0,0,,,
424,SSX2IP,chr1,85109390,1,0,0,0,0,0,0,0,0,,,
425,STMN1,chr1,26210672,1,0,0,1,0,0,1,0,0,,,
426,STRIP1,chr1,110574199,1,0,0,1,0,0,1,0,0,,,
427,STX12,chr1,28099694,1,0,0,1,0,0,1,0,0,,,
428,STX6,chr1,180941861,1,0,0,1,0,0,1,0,0,,,
429,STXBP3,chr1,109289296,1,0,0,1,0,0,1,0,0,,,
430,SUCO,chr1,172501489,1,0,0,1,0,0,1,0,0,,,
431,SYDE2,chr1,85622556,1,0,0,1,0,0,1,0,0,,,
432,SZRD1,chr1,16679070,1,0,0,1,0,0,1,0,0,,,
433,SZT2,chr1,43855553,1,0,0,1,0,0,1,0,0,,,
434,TADA1,chr1,166825747,1,0,0,0,0,0,0,0,0,,,
435,TAF12,chr1,28915835,0,0,0,0,0,0,0,0,0,,,
436,TAF1A,chr1,222731244,0,0,0,0,0,0,0,0,0,,,
437,TAF5L,chr1,229728858,1,0,0,1,0,0,1,0,0,,,
438,TAGLN2,chr1,159887897,1,0,0,0,0,0,0,0,0,,,
439,TARDBP,chr1,11072414,0,0,0,0,0,0,0,0,0,,,
440,TBX15,chr1,119425669,0,0,0,0,0,0,0,0,0,,,
441,TCEA3,chr1,23707554,1,0,0,1,0,0,1,0,0,,,
442,TCEANC2,chr1,54519260,1,0,0,0,0,0,0,0,0,,,
443,TCTEX1D4,chr1,45271585,1,0,0,0,0,0,0,0,0,,,
444,TDRKH,chr1,151742583,1,0,0,1,0,0,1,0,0,,,
445,THEMIS2,chr1,28199055,0,0,0,0,0,0,0,0,0,,,
446,THRAP3,chr1,36690017,1,0,0,1,0,0,1,0,0,,,
447,TMCO1,chr1,165696032,0,0,1,0,0,0,0,0,0,,,
448,TMEM201,chr1,9648932,1,0,0,1,0,0,1,0,0,,,
449,TMEM51,chr1,15479028,1,0,0,1,0,0,1,0,0,,,
450,TMEM63A,chr1,226033237,1,0,0,1,0,0,1,0,0,,,
451,TOE1,chr1,45805342,0,0,0,0,0,0,0,0,0,,,
452,TOMM20,chr1,235272651,0,0,0,0,0,0,0,0,0,,,
453,TOR1AIP1,chr1,179851177,1,0,0,1,0,0,1,0,0,,,
454,TOR1AIP2,chr1,179809102,1,1,0,1,1,0,1,0,0,,,
455,TP53BP2,chr1,223967601,1,0,0,1,0,0,1,0,0,,,
456,TPM3,chr1,154127784,1,0,0,0,0,0,0,0,0,,,
457,TPR,chr1,186280784,1,0,0,1,0,0,1,0,0,,,
458,TRAF5,chr1,211499957,1,0,0,1,0,0,1,0,0,,,
459,TRIM11,chr1,228581374,1,0,0,0,0,0,0,0,0,,,
460,TRIM33,chr1,114935399,1,0,0,1,0,0,1,0,0,,,
461,TRIT1,chr1,40306723,1,0,0,1,0,0,1,0,0,,,
462,TRMT13,chr1,100598706,1,0,0,0,0,0,0,0,0,,,
463,TRMT1L,chr1,185087220,1,0,0,1,0,0,1,0,0,,,
464,TROVE2,chr1,193028552,0,0,0,0,0,0,0,0,0,,,
465,TSEN15,chr1,184020811,0,0,0,0,0,0,0,0,0,,,
466,TSNAX,chr1,231664399,1,0,0,0,0,0,0,0,0,,,
467,TSTD1,chr1,161007421,1,0,0,0,0,0,0,0,0,,,
468,TTC4,chr1,55181495,1,0,0,1,0,0,1,0,0,,,
469,TUFT1,chr1,151512781,1,0,0,1,0,0,1,0,0,,,
470,TXLNA,chr1,32645287,1,0,0,1,0,0,1,0,0,,,
471,UBAP2L,chr1,154192655,1,0,0,1,0,0,1,0,0,,,
472,UBE2Q1,chr1,154521053,1,0,0,1,0,0,1,0,0,,,
473,UBE2T,chr1,202300785,1,0,0,0,0,0,0,0,0,,,
474,UBE4B,chr1,10092890,1,0,0,1,0,0,1,0,0,,,
475,UBQLN4,chr1,156005092,1,0,0,1,0,0,1,0,0,,,
476,UBXN10,chr1,20512578,1,0,1,1,0,1,1,0,0,,,
477,UCHL5,chr1,192981380,0,0,0,0,0,0,0,0,0,,,
478,UCK2,chr1,165796768,0,0,0,0,0,0,0,0,0,,,
479,UQCRH,chr1,46769303,1,0,0,0,0,0,0,0,0,,,
480,UROD,chr1,45477819,1,0,0,1,0,0,1,0,0,,,
481,USP33,chr1,78161672,1,0,0,1,0,0,1,0,0,,,
482,USP48,chr1,22004791,1,0,0,1,0,0,1,0,0,,,
483,VAMP4,chr1,171669300,1,0,0,1,0,0,1,0,0,,,
484,VANGL1,chr1,116184574,1,0,0,0,0,0,0,0,0,,,
485,VPS13D,chr1,12290124,1,0,0,1,0,0,1,0,0,,,
486,VPS45,chr1,150039369,1,0,0,0,0,0,0,0,0,,,
487,WASF2,chr1,27730730,1,0,0,1,0,0,1,0,0,,,
488,WDR26,chr1,224572845,0,0,0,0,0,0,0,0,0,,,
489,WDR3,chr1,118472343,1,0,0,0,0,0,0,0,0,,,
490,WDR47,chr1,109512836,1,0,0,1,0,0,1,0,0,,,
491,WDR77,chr1,111982512,1,0,0,1,0,0,1,0,0,,,
492,WDR78,chr1,67278568,0,0,0,0,0,0,0,0,0,,,
493,WDTC1,chr1,27561007,1,0,0,1,0,0,1,0,0,,,
494,XPR1,chr1,180601140,1,0,0,1,0,0,1,0,0,,,
495,YBX1,chr1,43148098,0,0,0,0,0,0,0,0,0,,,
496,YIPF1,chr1,54317392,1,0,0,1,0,0,1,0,0,,,
497,YOD1,chr1,207217194,0,0,0,0,0,0,0,0,0,,,
498,YRDC,chr1,38268616,1,1,0,1,1,0,1,0,0,,,
499,YTHDF2,chr1,29063133,1,0,0,1,0,0,1,0,0,,,
500,YY1AP1,chr1,155629237,1,0,0,1,0,0,1,0,0,,,
501,ZBED6,chr1,203765437,1,0,0,1,0,0,1,0,0,,,
502,ZBTB17,chr1,16268364,1,0,0,1,0,0,1,0,0,,,
503,ZBTB37,chr1,173837220,0,0,0,0,0,0,0,0,0,,,
504,ZBTB40,chr1,22778344,1,0,0,1,0,0,1,0,0,,,
505,ZBTB7B,chr1,154975127,1,0,0,1,0,0,1,0,0,,,
506,ZC3H11A,chr1,203764782,1,0,0,1,0,0,1,0,0,,,
507,ZC3H12A,chr1,37940153,0,0,0,0,0,0,0,0,0,,,
508,ZCCHC17,chr1,31769842,1,0,0,1,0,0,1,0,0,,,
509,ZFYVE9,chr1,52608046,1,0,0,0,0,0,0,0,0,,,
510,ZMPSTE24,chr1,40723779,1,0,0,1,0,0,1,0,0,,,
511,ZMYM1,chr1,35525387,1,0,0,1,0,0,1,0,0,,,
512,ZMYM4,chr1,35734568,1,0,0,1,0,0,1,0,0,,,
513,ZNF281,chr1,200374068,1,0,0,1,0,0,1,0,0,,,
514,ZNF326,chr1,90460671,1,0,0,1,0,0,1,0,0,,,
515,ZNF644,chr1,91380859,1,0,0,1,0,0,1,0,0,,,
516,ZNF672,chr1,249132409,1,0,0,1,0,0,1,0,0,,,
517,ZNF687,chr1,151254094,1,0,0,1,0,0,1,0,0,,,
518,ZNF691,chr1,43312280,1,0,0,1,0,0,1,0,0,,,
519,ZNF692,chr1,249144205,0,0,0,0,0,0,0,0,0,,,
520,ZNHIT6,chr1,86115106,1,0,0,1,0,0,1,0,0,,,
521,ZRANB2,chr1,71528974,1,0,0,1,0,0,1,0,0,,,
522,ZZZ3,chr1,78028101,1,0,0,1,0,0,1,0,0,,,
523,ABI1,chr10,27035522,1,0,0,1,0,0,1,0,0,,,
524,ACBD5,chr10,27484146,1,0,0,1,0,0,1,0,0,,,
525,ACTA2,chr10,90694831,1,0,0,0,0,0,0,0,0,,,
526,ACTR1A,chr10,104238986,1,0,0,1,0,0,1,0,0,,,
527,ADAM8,chr10,135075907,0,0,0,0,0,0,0,0,0,,,
528,ADD3,chr10,111756126,0,0,0,0,0,0,0,0,0,,,
529,ADIRF,chr10,88727949,0,0,0,0,0,0,0,0,0,,,
530,AFAP1L2,chr10,116054583,0,0,0,0,0,0,0,0,0,,,
531,ALDH18A1,chr10,97365696,0,0,0,0,0,0,0,0,0,,,
532,ANK3,chr10,61786056,0,0,0,0,0,0,0,0,0,,,
533,ANKRD26,chr10,27280843,1,0,0,0,0,0,0,0,0,,,
534,ANXA11,chr10,81910645,1,0,0,1,0,0,1,0,0,,,
535,ANXA7,chr10,75134859,0,0,0,0,0,0,0,0,0,,,
536,APBB1IP,chr10,26727132,0,0,0,0,0,0,0,0,0,,,
537,ARHGAP12,chr10,32094365,1,0,0,1,0,0,1,0,0,,,
538,ARHGAP19,chr10,98978996,1,0,0,0,0,0,0,0,0,,,
539,ARHGAP21,chr10,24872538,1,0,0,1,0,0,1,0,0,,,
540,ARID5B,chr10,63661059,1,0,0,1,0,0,1,0,0,,,
541,ARL3,chr10,104433488,1,0,0,1,0,0,1,0,0,,,
542,ARMC4,chr10,28064115,0,0,0,0,0,0,0,0,0,,,
543,ASCC1,chr10,73856278,1,0,0,0,0,0,0,0,0,,,
544,ATAD1,chr10,89511269,0,0,0,0,0,0,0,0,0,,,
545,ATE1,chr10,123499939,1,0,0,1,0,0,1,0,0,,,
546,BAG3,chr10,121410882,1,0,0,1,0,0,1,0,0,,,
547,BCCIP,chr10,127512115,1,0,0,1,0,0,1,0,0,,,
548,BMS1,chr10,43278249,1,0,0,1,0,0,1,0,0,,,
549,BTAF1,chr10,93683526,1,0,0,1,0,0,1,0,0,,,
550,BUB3,chr10,124913793,0,1,0,0,1,0,0,0,0,,,
551,CAMK1D,chr10,12391481,0,0,0,0,0,0,0,0,0,,,
552,CAMK2G,chr10,75572259,1,0,0,1,0,0,1,0,0,,,
553,CASP7,chr10,115438942,1,0,0,1,0,0,1,0,0,,,
554,CCAR1,chr10,70480769,1,0,0,1,0,0,1,0,0,,,
555,CCDC6,chr10,61548521,1,0,0,1,0,0,1,0,0,,,
556,CCNY,chr10,35535953,1,0,0,1,0,0,1,0,0,,,
557,CCSER2,chr10,86088342,1,0,0,1,0,0,1,0,0,,,
558,CDK1,chr10,62538089,1,0,0,1,0,0,1,0,0,,,
559,CEP55,chr10,95256389,1,0,0,0,0,0,0,0,0,,,
560,CNNM2,chr10,104678050,1,0,0,1,0,0,1,0,0,,,
561,CUEDC2,chr10,104183002,1,0,0,1,0,0,1,0,0,,,
562,DCLRE1C,chr10,14939358,1,0,0,1,0,0,1,0,0,,,
563,DDX21,chr10,70715884,1,0,0,1,0,0,1,0,0,,,
564,DDX50,chr10,70661034,1,0,0,1,0,0,1,0,0,,,
565,DNAJC1,chr10,22045466,1,0,0,0,0,0,0,0,0,,,
566,DNAJC9,chr10,74943120,1,0,0,1,0,0,1,0,0,,,
567,DOCK1,chr10,128593978,1,0,0,1,0,0,1,0,0,,,
568,DYDC2,chr10,82104501,1,0,1,1,0,0,1,0,0,,,
569,ECD,chr10,74889913,1,0,0,0,0,0,0,0,0,,,
570,ECHDC3,chr10,11784365,0,0,0,0,0,0,0,0,0,,,
571,EDRF1,chr10,127408084,1,0,0,0,0,0,0,0,0,,,
572,EIF3A,chr10,120794356,1,0,0,1,0,0,1,0,0,,,
573,EIF4EBP2,chr10,72164135,0,0,0,0,0,0,0,0,0,,,
574,ENKUR,chr10,25270908,0,0,0,0,0,0,0,0,0,,,
575,EPC1,chr10,32556679,1,0,0,1,0,0,1,0,0,,,
576,ERCC6,chr10,50663414,1,0,0,1,0,0,1,0,0,,,
577,ERLIN1,chr10,101909851,1,0,0,1,0,0,1,0,0,,,
578,EXOC6,chr10,94590935,1,0,0,1,0,0,1,0,0,,,
579,FAM208B,chr10,5726801,1,0,0,1,0,0,1,0,0,,,
580,FAM53B,chr10,126307861,1,0,0,1,0,0,1,0,0,,,
581,FAS,chr10,90750414,0,0,0,0,0,0,0,0,0,,,
582,FRA10AC1,chr10,95427640,1,0,0,1,0,0,1,0,0,,,
583,GBF1,chr10,104005289,1,0,0,1,0,0,1,0,0,,,
584,GPAM,chr10,113909624,1,0,0,1,0,0,1,0,0,,,
585,GRK5,chr10,120967101,1,0,0,1,0,0,1,0,0,,,
586,GTPBP4,chr10,1034338,1,0,0,0,0,0,0,0,0,,,
587,H2AFY2,chr10,71812552,0,0,1,0,0,1,0,0,0,,,
588,HELLS,chr10,96305547,1,0,0,0,0,0,0,0,0,,,
589,HNRNPF,chr10,43881065,0,0,0,0,0,0,0,0,0,,,
590,HSPA14,chr10,14880163,1,0,0,1,0,0,1,0,0,,,
591,IFIT5,chr10,91174343,1,0,0,1,0,0,1,0,0,,,
592,IKZF5,chr10,124750322,1,0,0,0,0,0,0,0,0,,,
593,INPP5F,chr10,121485609,1,0,0,1,0,0,1,0,0,,,
594,ITGB1,chr10,33189247,1,0,0,1,0,0,1,0,0,,,
595,JMJD1C,chr10,64926981,1,0,0,1,0,0,1,0,0,,,
596,KAT6B,chr10,76585340,1,0,0,1,0,0,1,0,0,,,
597,KCNMA1,chr10,78629359,1,0,0,0,0,0,0,0,0,,,
598,KIAA1217,chr10,23983675,1,0,0,1,0,0,1,0,0,,,
599,KIF11,chr10,94353043,1,0,0,1,0,0,1,0,0,,,
600,KIF20B,chr10,91461367,1,0,0,0,0,0,0,0,0,,,
601,KIF5B,chr10,32297938,1,0,0,1,0,0,1,0,0,,,
602,KIN,chr10,7792925,1,0,0,1,0,0,1,0,0,,,
603,LARP4B,chr10,855484,1,0,0,1,0,0,1,0,0,,,
604,LCOR,chr10,98592017,1,0,0,1,0,0,1,0,0,,,
605,LDB1,chr10,103867317,1,0,0,0,0,0,0,0,0,,,
606,LDB3,chr10,88428206,0,0,0,0,0,0,0,0,0,,,
607,LZTS2,chr10,102756375,1,0,0,1,0,0,1,0,0,,,
608,MAP3K8,chr10,30722866,0,0,0,0,0,0,0,0,0,,,
609,MAPK8,chr10,49514698,1,0,0,1,0,0,1,0,0,,,
610,MASTL,chr10,27443753,1,0,0,0,0,0,0,0,0,,,
611,MCMBP,chr10,121588972,1,0,0,1,0,0,1,0,0,,,
612,MGMT,chr10,131265448,0,0,1,0,0,1,0,0,1,,,
613,MKI67,chr10,129894923,1,0,0,1,0,0,1,0,0,,,
614,MLLT10,chr10,21823094,1,0,0,1,0,0,1,0,0,,,
615,MMS19,chr10,99218081,1,0,0,1,0,0,1,0,0,,,
616,MPP7,chr10,28339922,1,0,0,1,0,0,1,0,0,,,
617,MRPS16,chr10,75006510,1,0,0,0,0,0,0,0,0,,,
618,NCOA4,chr10,51565108,1,0,0,1,0,0,1,0,0,,,
619,NEBL,chr10,21068902,0,0,1,0,0,1,0,0,1,,,
620,NFKB2,chr10,104153867,1,0,0,1,0,0,1,0,0,,,
621,NHLRC2,chr10,115614420,0,0,0,0,0,0,0,0,0,,,
622,NMT2,chr10,15144583,1,0,0,1,0,0,1,0,0,,,
623,NOC3L,chr10,96075004,1,0,0,1,0,0,1,0,0,,,
624,NOLC1,chr10,103911933,1,0,0,1,0,0,1,0,0,,,
625,NRBF2,chr10,64893050,1,0,0,1,0,0,1,0,0,,,
626,NRP1,chr10,33466420,1,0,0,1,0,0,1,0,0,,,
627,NSMCE4A,chr10,123716603,1,0,0,1,0,0,1,0,0,,,
628,NT5C2,chr10,104845940,1,0,0,1,0,0,1,0,0,,,
629,NUDT5,chr10,12207324,1,0,0,1,0,0,1,0,0,,,
630,OPTN,chr10,13141449,1,0,0,1,0,0,1,0,0,,,
631,OTUD1,chr10,23728198,0,0,0,0,0,0,0,0,0,,,
632,PALD1,chr10,72238577,0,0,0,0,0,0,0,0,0,,,
633,PAPSS2,chr10,89419370,0,0,0,0,0,0,0,0,0,,,
634,PCGF6,chr10,105062553,0,0,0,0,0,0,0,0,0,,,
635,PDCD11,chr10,105156405,1,0,0,0,0,0,0,0,0,,,
636,PDCD4,chr10,112631565,1,0,0,1,0,0,1,0,0,,,
637,PDLIM1,chr10,96997329,1,0,0,1,0,0,1,0,0,,,
638,PDZD8,chr10,119040000,1,0,0,1,0,0,1,0,0,,,
639,PFKP,chr10,3108525,1,0,0,1,0,0,1,0,0,,,
640,PGAM1,chr10,99185917,1,0,0,1,0,0,1,0,0,,,
641,PI4K2A,chr10,99344131,1,0,0,1,0,0,1,0,0,,,
642,PIK3AP1,chr10,98353069,0,0,0,0,0,0,0,0,0,,,
643,PIP4K2A,chr10,22823778,0,0,0,0,0,0,0,0,0,,,
644,PLCE1,chr10,95753746,0,0,0,0,0,0,0,0,0,,,
645,PLEKHA1,chr10,124134212,1,0,0,1,0,0,1,0,0,,,
646,PLXDC2,chr10,20105168,0,0,0,0,0,0,0,0,0,,,
647,POLL,chr10,103338639,1,0,0,0,0,0,0,0,0,,,
648,PPA1,chr10,71962586,1,0,0,1,0,0,1,0,0,,,
649,PPP3CB,chr10,75196186,1,0,0,1,0,0,1,0,0,,,
650,PRKCQ,chr10,6469105,0,0,0,0,0,0,0,0,0,,,
651,PRKG1,chr10,52750945,0,0,0,0,0,0,0,0,0,,,
652,PROSER2,chr10,11865338,1,0,0,1,0,0,1,0,0,,,
653,PTEN,chr10,89622870,1,0,0,1,0,0,1,0,0,,,
654,PTPRE,chr10,129705325,1,0,1,1,0,1,1,0,0,,,
655,PWWP2B,chr10,134210672,1,0,0,1,0,0,1,0,0,,,
656,R3HCC1L,chr10,99894387,1,0,0,1,0,0,1,0,0,,,
657,RAB11FIP2,chr10,119764427,1,0,0,1,0,0,1,0,0,,,
658,RAB18,chr10,27793197,1,0,0,1,0,0,1,0,0,,,
659,RASSF4,chr10,45454855,0,0,0,0,0,0,0,0,0,,,
660,RBP4,chr10,95351444,0,0,0,0,0,0,0,0,0,,,
661,REEP3,chr10,65281123,1,0,0,1,0,0,1,0,0,,,
662,RGS10,chr10,121259340,0,0,0,0,0,0,0,0,0,,,
663,RPP38,chr10,15139179,1,0,0,0,0,0,0,0,0,,,
664,RRP12,chr10,99116115,1,0,0,1,0,0,1,0,0,,,
665,RTKN2,chr10,63942794,0,0,0,0,0,0,0,0,0,,,
666,RUFY2,chr10,70100864,1,0,0,1,0,0,1,0,0,,,
667,SAR1A,chr10,71907045,1,0,0,1,0,0,1,0,0,,,
668,SCD,chr10,102106881,0,0,0,0,0,0,0,0,0,,,
669,SEC23IP,chr10,121652223,0,0,0,0,0,0,0,0,0,,,
670,SEC24C,chr10,75504120,1,0,0,1,0,0,1,0,0,,,
671,SGPL1,chr10,72575717,1,0,0,1,0,0,1,0,0,,,
672,SH3PXD2A,chr10,105348285,1,0,0,1,0,0,1,0,0,,,
673,SIRT1,chr10,69644427,1,0,1,1,0,0,1,0,0,,,
674,SLC29A3,chr10,73079015,0,0,0,0,0,0,0,0,0,,,
675,SORBS1,chr10,97071528,1,0,0,1,0,0,1,0,0,,,
676,SPOCK2,chr10,73818793,0,0,0,0,0,0,0,0,0,,,
677,STAM,chr10,17686124,1,0,0,1,0,0,1,0,0,,,
678,STAMBPL1,chr10,90639491,0,0,0,0,0,0,0,0,0,,,
679,STK32C,chr10,134020996,1,0,0,1,0,0,1,0,0,,,
680,SUFU,chr10,104263744,1,0,0,0,0,0,0,0,0,,,
681,SUPV3L1,chr10,70939988,1,0,0,1,0,0,1,0,0,,,
682,SVIL,chr10,29746267,1,1,1,1,1,1,1,0,1,,,
683,TACC2,chr10,123748689,1,0,0,1,0,0,1,0,0,0.0,0.0,0.0
684,TAF3,chr10,7860467,0,0,0,0,0,0,0,0,0,,,
685,TBC1D12,chr10,96162261,0,0,0,0,0,0,0,0,0,,,
686,TFAM,chr10,60144782,1,0,0,1,0,0,1,0,0,,,
687,TIAL1,chr10,121334199,1,0,0,1,0,0,1,0,0,,,
688,TRUB1,chr10,116697952,1,0,0,1,0,0,1,0,0,,,
689,UBTD1,chr10,99258625,0,0,0,0,0,0,0,0,0,,,
690,UROS,chr10,127477146,1,0,0,0,0,0,0,0,0,,,
691,USP54,chr10,75257296,1,0,0,1,0,0,0,0,0,,,
692,USP6NL,chr10,11495945,1,0,0,1,0,0,1,0,0,,,
693,VCL,chr10,75757872,1,0,0,1,0,0,1,0,0,,,
694,VDAC2,chr10,76969912,1,0,0,1,0,0,1,0,0,,,
695,VIM,chr10,17270258,1,0,1,0,0,0,0,0,0,,,
696,VPS26A,chr10,70883268,1,0,0,1,0,0,1,0,0,,,
697,VTI1A,chr10,114206756,1,0,0,1,0,0,1,0,0,,,
698,WAC,chr10,28821422,1,0,0,1,0,0,1,0,0,,,
699,WDR11,chr10,122610687,1,0,0,1,0,0,1,0,0,,,
700,WDR37,chr10,1095478,1,0,1,1,0,1,1,0,1,,,
701,XPNPEP1,chr10,111624524,1,0,0,1,0,0,1,0,0,,,
702,ZCCHC24,chr10,81142081,0,0,0,0,0,0,0,0,0,,,
703,ZEB1,chr10,31607424,0,0,0,0,0,0,0,0,0,,,
704,ZMYND11,chr10,180405,1,0,0,1,0,0,1,0,0,,,
705,ZNF22,chr10,45495923,1,0,0,0,0,0,0,0,0,,,
706,ZNF503,chr10,77157588,1,0,0,1,0,0,1,0,0,,,
707,ZNF511,chr10,135121979,1,0,1,0,0,0,0,0,0,,,
708,AAMDC,chr11,77532155,1,1,0,1,1,0,1,0,0,,,
709,ABTB2,chr11,34172535,1,0,0,1,0,0,1,0,0,,,
710,ACAT1,chr11,107992243,0,0,0,0,0,0,0,0,0,,,
711,ACTN3,chr11,66313866,1,0,0,0,0,0,0,0,0,,,
712,AHNAK,chr11,62201016,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
713,AIP,chr11,67250512,1,0,0,1,0,0,1,0,0,,,
714,ALG9,chr11,111652919,0,0,0,0,0,0,0,0,0,,,
715,ALKBH3,chr11,43902361,1,0,1,1,0,1,1,0,0,,,
716,AMOTL1,chr11,94439597,0,0,0,0,0,0,0,0,0,,,
717,AMPD3,chr11,10329860,1,0,0,1,0,0,1,0,0,,,
718,ANKRD13D,chr11,67056018,1,0,0,1,0,0,1,0,0,,,
719,APBB1,chr11,6416355,0,0,1,0,0,1,0,0,0,,,
720,APIP,chr11,34874641,1,0,0,0,0,0,0,0,0,,,
721,APLP2,chr11,129939732,1,0,0,1,0,0,1,0,0,,,
722,APOA1,chr11,116706467,0,0,0,0,0,0,0,0,0,,,
723,ARAP1,chr11,72396114,1,0,0,1,0,0,1,0,0,,,
724,ARCN1,chr11,118443105,0,0,0,0,0,0,0,0,0,,,
725,ARFIP2,chr11,6496910,0,0,0,0,0,0,0,0,0,,,
726,ARHGAP1,chr11,46698630,1,0,0,1,0,0,1,0,0,,,
727,ARHGEF12,chr11,120207787,1,0,0,1,0,0,1,0,0,,,
728,ARHGEF17,chr11,73019334,0,0,0,0,0,0,0,0,0,,,
729,ARL14EP,chr11,30344598,0,0,0,0,0,0,0,0,0,,,
730,ARL2,chr11,64781585,1,0,0,0,0,0,0,0,0,,,
731,ARNTL,chr11,13298199,1,0,0,0,0,0,0,0,0,,,
732,ARRB1,chr11,74975226,1,0,0,0,0,0,0,0,0,,,
733,ASRGL1,chr11,62104920,0,0,1,0,0,1,0,0,0,,,
734,ATG13,chr11,46638826,1,0,0,1,0,0,1,0,0,,,
735,ATG16L2,chr11,72525353,0,0,0,0,0,0,0,0,0,,,
736,ATG2A,chr11,64662007,1,0,0,1,0,0,1,0,0,,,
737,ATL3,chr11,63391559,1,0,0,1,0,0,0,0,0,,,
738,ATM,chr11,108093211,1,0,0,1,0,0,1,0,0,,,
739,BAD,chr11,64037302,1,0,0,1,0,0,1,0,0,,,
740,BANF1,chr11,65769550,1,0,0,1,0,0,0,0,0,,,
741,BCL9L,chr11,118764584,1,0,0,1,0,0,1,0,0,,,
742,BET1L,chr11,167784,1,0,0,1,0,0,1,0,0,,,
743,BIRC2,chr11,102217942,1,0,0,0,0,0,0,0,0,,,
744,BRMS1,chr11,66104804,1,0,0,0,0,0,0,0,0,,,
745,BSCL2,chr11,62457747,1,0,0,0,0,0,0,0,0,,,
